,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,담 유무,산림방향 담 유무,최대 경사도,최소 경사도,주건물 지붕특성,비산거리,불난 후 상태
0,"강원도 고성군 / 속초시, 옥계산불 ver1_1",,,,,,,,,,,,,,,
251,5,6.0,2.2,16.0,0.51,109.81,53.57,43.84,3.0,0.0,,,,1.0,0.0,0.0
252,1,1.0,2.7,2.0,0.0,0.06,64.54,41.81,1.2,0.0,,22.0,22.0,1.0,0.0,0.0
253,3,3.0,2.7,5.0,0.0,0.0,7.6,41.8,1.18,0.0,,22.0,20.0,1.0,0.0,0.0
254,0,0.0,0.0,1.0,0.0,0.0,46.77,41.85,1.26,0.0,,22.0,22.0,1.0,1.0,2.0
255,0,0.0,0.0,2.0,0.0,0.09,36.01,41.8,1.2,0.0,,22.0,22.0,1.0,0.0,0.0
256,0,0.0,0.0,1.0,0.0,0.0,27.36,41.79,1.21,0.0,,22.0,22.0,1.0,1.0,0.0
257,0,0.0,0.0,0.0,0.0,0.06,12.53,41.85,1.24,0.0,,22.0,22.0,1.0,1.0,2.0
258,0,0.0,0.0,4.0,0.0,0.06,19.01,41.63,1.27,0.0,,22.0,18.0,1.0,0.0,0.0
259,1,1.0,1.8,1.0,0.0,129.89,167.4,41.65,1.25,0.0,,22.0,18.0,1.0,0.0,0.0
260,1,1.0,1.8,1.0,0.0,128.3,219.3,41.64,1.25,0.0,,22.0,18.0,1.0,0.0,0.0
261,1,1.0,1.8,1.0,0.0,123.66,210.53,41.64,1.25,0.0,,20.0,18.0,1.0,0.0,0.0
262,1,1.0,1.8,1.0,0.0,122.45,199.56,41.64,1.25,0.0,,20.0,18.0,1.0,0.0,0.0
263,0,0.0,0.0,1.0,0.0,118.56,262.92,41.63,1.24,0.0,,20.0,18.0,1.0,0.0,0.0
264,0,0.0,0.0,1.0,0.0,116.12,235.87,41.63,1.24,0.0,,20.0,20.0,1.0,0.0,0.0
265,1,1.0,2.7,1.0,0.0,112.92,250.42,41.62,1.24,0.0,,20.0,20.0,1.0,0.0,0.0
266,1,1.0,2.7,1.0,0.0,110.34,231.94,41.62,1.23,0.0,,20.0,20.0,1.0,0.0,0.0
267,1,1.0,2.7,1.0,0.0,108.06,227.66,41.62,1.23,0.0,,20.0,20.0,1.0,0.0,0.0
268,1,1.0,1.8,2.0,0.0,0.09,144.62,41.22,1.02,0.0,,7.0,0.0,1.0,0.0,0.0
269,1,1.0,1.8,1.0,0.0,5.31,268.93,41.22,1.03,0.0,,7.0,5.0,1.0,1.0,0.0
270,1,1.0,1.8,1.0,0.0,16.06,63.72,41.2,1.02,0.0,,7.0,1.0,1.0,0.0,0.0
271,2,2.0,3.1,11.0,0.0,0.0,769.48,41.37,0.91,0.0,,2.0,2.0,1.0,0.0,0.0
272,0,0.0,0.0,2.0,0.0,0.09,80.77,41.3,0.87,0.0,,3.0,3.0,1.0,0.0,0.0
273,1,1.0,2.2,6.0,0.0,10.35,91.24,41.22,0.48,0.0,,3.0,3.0,0.0,1.0,0.0
274,1,1.0,2.6,4.0,0.0,19.75,16.16,41.25,0.54,0.0,,3.0,3.0,1.0,1.0,2.0
275,3,3.0,2.2,6.0,0.0,16.39,21.67,41.2,0.47,0.0,,3.0,2.0,1.0,0.0,0.0
276,1,2.0,2.0,7.0,0.0,36.49,28.22,41.24,0.55,0.0,,3.0,2.0,0.0,0.0,2.0
277,4,6.0,2.2,6.0,0.0,14.61,77.76,41.18,0.46,0.0,,3.0,3.0,1.0,1.0,0.0
278,4,9.0,2.2,6.0,0.0,20.9,14.2,41.17,0.46,0.0,,3.0,2.0,1.0,0.0,0.0
279,2,2.0,2.8,13.0,1.48,0.06,19.18,41.15,0.48,0.0,,17.0,2.0,1.0,0.0,0.0
280,0,0.0,0.0,4.0,0.0,0.09,30.34,41.25,0.51,0.0,,3.0,2.0,0.0,0.0,2.0
281,0,0.0,0.0,6.0,0.0,0.0,65.89,41.22,0.48,0.0,,3.0,2.0,1.0,0.0,2.0
282,0,0.0,0.0,5.0,0.0,0.0,38.02,41.24,0.5,0.0,,3.0,2.0,1.0,1.0,2.0
283,1,1.0,4.4,7.0,0.0,0.06,25.57,41.23,0.49,0.0,,3.0,3.0,0.0,0.0,2.0
284,2,2.0,4.4,9.0,0.0,1.84,14.4,41.21,0.47,0.0,,3.0,3.0,0.0,0.0,2.0
285,3,3.0,4.4,11.0,0.0,10.73,13.48,41.2,0.46,0.0,,3.0,3.0,1.0,0.0,2.0
286,5,7.0,3.1,12.0,0.0,18.81,14.2,41.19,0.46,0.0,,3.0,2.0,1.0,0.0,2.0
287,0,0.0,0.0,3.0,0.0,0.09,27.72,41.23,0.52,0.0,,3.0,3.0,1.0,0.0,2.0
288,0,0.0,0.0,3.0,0.0,0.09,23.03,41.23,0.53,0.0,,3.0,3.0,1.0,0.0,2.0
289,0,0.0,0.0,5.0,0.0,0.06,31.19,41.22,0.52,0.0,,3.0,3.0,1.0,1.0,2.0
290,5,5.0,3.1,17.0,0.04,0.06,14.57,41.16,0.46,0.0,,3.0,2.0,1.0,0.0,2.0
291,0,0.0,0.0,3.0,0.0,0.09,23.03,41.22,0.54,1.0,1.0,3.0,3.0,1.0,1.0,2.0
292,0,0.0,0.0,4.0,0.0,0.0,6.97,41.21,0.54,1.0,0.0,7.0,3.0,1.0,0.0,2.0
293,0,0.0,0.0,9.0,0.0,0.06,14.17,41.2,0.51,1.0,1.0,4.0,3.0,1.0,0.0,2.0
294,2,2.0,7.4,4.0,4.3,37.79,458.27,41.22,0.49,0.0,,3.0,3.0,1.0,0.0,0.0
295,2,2.0,4.2,10.0,6.42,19.29,158.37,40.91,0.75,0.0,,15.0,9.0,1.0,0.0,0.0
296,3,3.0,2.4,10.0,8.17,22.61,70.59,40.89,0.76,0.0,,11.0,4.0,1.0,1.0,0.0
297,4,4.0,2.4,10.0,13.53,27.32,139.05,40.87,0.76,0.0,,9.0,7.0,1.0,0.0,0.0
298,1,1.0,15.4,2.0,0.0,70.8,30.34,40.47,0.88,0.0,,4.0,4.0,1.0,0.0,0.0
299,1,1.0,15.4,2.0,0.0,69.04,10.02,40.47,0.88,0.0,,4.0,4.0,1.0,0.0,0.0
300,1,1.0,3.1,3.0,1.43,56.77,60.78,40.44,0.88,0.0,,4.0,0.0,1.0,0.0,0.0
301,1,2.0,3.1,3.0,1.72,52.25,44.35,40.43,0.88,0.0,,4.0,0.0,1.0,0.0,0.0
302,1,1.0,3.1,8.0,5.93,56.89,31.68,40.41,0.87,0.0,,0.0,0.0,1.0,0.0,0.0
303,1,2.0,3.1,3.0,0.67,44.7,43.72,40.44,0.89,0.0,,23.0,1.0,1.0,0.0,0.0
304,1,2.0,3.1,8.0,3.53,47.96,38.23,40.42,0.88,0.0,,7.0,0.0,1.0,0.0,0.0
305,2,2.0,10.0,3.0,0.0,50.13,38.23,40.45,0.9,0.0,,21.0,0.0,1.0,0.0,0.0
306,1,2.0,3.1,3.0,1.01,38.66,66.46,40.43,0.89,0.0,,23.0,0.0,1.0,0.0,0.0
307,1,2.0,3.1,8.0,2.34,37.61,32.82,40.42,0.89,0.0,,22.0,0.0,1.0,0.0,0.0
308,2,2.0,3.1,8.0,5.28,30.82,34.83,40.4,0.9,0.0,,22.0,1.0,1.0,0.0,0.0
309,3,3.0,3.1,2.0,0.02,34.75,60.13,40.43,0.91,0.0,,23.0,0.0,1.0,0.0,0.0
310,2,2.0,3.1,3.0,0.37,29.95,30.41,40.43,0.91,0.0,,23.0,0.0,1.0,0.0,0.0
311,3,3.0,2.6,8.0,4.35,16.41,52.68,40.4,0.92,0.0,,8.0,1.0,0.0,0.0,0.0
312,3,3.0,3.7,3.0,0.0,12.48,193.42,40.42,0.96,0.0,,10.0,6.0,0.0,0.0,0.0
313,3,3.0,3.7,3.0,0.0,2.94,102.3,40.41,0.98,0.0,,8.0,0.0,1.0,0.0,0.0
314,1,1.0,9.0,1.0,24.6,95.72,26.63,40.45,0.89,0.0,,22.0,4.0,1.0,0.0,0.0
315,1,1.0,9.0,4.0,27.9,90.1,15.18,40.43,0.9,0.0,,23.0,0.0,1.0,0.0,0.0
316,1,1.0,9.0,3.0,20.7,69.91,41.47,40.41,0.9,0.0,,22.0,0.0,0.0,0.0,0.0
317,1,1.0,9.0,4.0,22.8,79.59,45.79,40.41,0.91,0.0,,11.0,0.0,0.0,0.0,0.0
318,1,1.0,9.0,4.0,32.11,102.86,26.61,40.43,0.92,0.0,,3.0,0.0,1.0,0.0,0.0
319,1,1.0,9.0,4.0,27.14,89.58,35.11,40.41,0.92,0.0,,5.0,0.0,1.0,0.0,0.0
320,1,1.0,9.0,5.0,26.23,88.86,28.34,40.4,0.93,0.0,,5.0,0.0,1.0,0.0,0.0
321,0,0.0,0.0,5.0,25.22,81.54,108.35,40.39,0.93,0.0,,5.0,3.0,0.0,0.0,0.0
322,2,2.0,5.7,2.0,0.0,0.09,358.52,40.42,0.89,0.0,,21.0,0.0,0.0,0.0,0.0
323,0,0.0,0.0,2.0,0.0,0.0,440.29,40.41,0.91,0.0,,11.0,0.0,0.0,0.0,0.0
324,0,0.0,0.0,2.0,0.0,0.09,583.59,40.4,0.94,0.0,,5.0,1.0,0.0,1.0,0.0
325,0,0.0,0.0,1.0,0.0,0.06,456.02,40.4,0.97,0.0,,10.0,5.0,0.0,0.0,0.0
326,0,0.0,0.0,2.0,0.0,0.06,395.45,40.39,0.98,0.0,,14.0,1.0,0.0,0.0,0.0
327,1,1.0,1.8,5.0,0.27,0.09,16.63,40.46,0.91,0.0,,20.0,4.0,0.0,0.0,0.0
328,0,2.0,6.0,5.0,0.23,25.32,244.57,40.43,0.88,0.0,,10.0,0.0,0.0,1.0,0.0
329,4,7.0,2.2,5.0,0.23,25.12,326.68,40.42,0.9,0.0,,22.0,5.0,0.0,0.0,0.0
330,2,5.0,2.2,6.0,0.19,24.7,361.24,40.4,0.92,0.0,,5.0,0.0,0.0,0.0,0.0
331,3,4.0,2.2,9.0,0.14,14.79,321.28,40.39,0.95,0.0,,5.0,3.0,0.0,1.0,0.0
332,2,3.0,0.8,6.0,0.0,18.38,67.48,40.69,0.51,0.0,,12.0,0.0,1.0,0.0,0.0
333,1,1.0,2.6,10.0,0.0,45.26,61.17,40.66,0.49,0.0,,9.0,3.0,1.0,0.0,0.0
334,1,1.0,2.2,0.0,10.47,10.49,7.86,40.71,0.5,1.0,0.0,2.0,0.0,1.0,0.0,0.0
335,1,1.0,2.2,0.0,8.02,27.51,58.06,40.72,0.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0
336,1,1.0,2.2,0.0,8.35,21.25,4.84,40.72,0.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0
337,1,1.0,2.2,0.0,6.55,13.52,8.06,40.7,0.51,1.0,0.0,2.0,0.0,1.0,0.0,0.0
338,0,0.0,0.0,0.0,5.15,35.76,175.02,40.71,0.53,0.0,,0.0,0.0,1.0,0.0,0.0
339,1,1.0,2.2,0.0,3.88,35.72,8.47,40.69,0.53,1.0,0.0,0.0,0.0,1.0,0.0,0.0
340,1,1.0,2.2,0.0,4.04,31.79,10.93,40.69,0.53,1.0,0.0,0.0,0.0,1.0,0.0,0.0
341,0,0.0,0.0,0.0,4.71,51.44,67.48,40.71,0.55,0.0,,0.0,0.0,1.0,0.0,0.0
342,0,0.0,0.0,0.0,4.12,47.83,12.05,40.7,0.54,0.0,,0.0,0.0,1.0,0.0,0.0
343,1,1.0,2.2,0.0,3.49,43.5,47.0,40.68,0.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0
344,1,1.0,2.2,0.0,3.13,28.81,12.53,40.67,0.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0
345,0,0.0,0.0,0.0,4.1,57.2,13.36,40.7,0.55,0.0,,0.0,0.0,1.0,0.0,0.0
346,1,1.0,2.2,0.0,3.23,41.25,27.07,40.68,0.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0
347,1,1.0,2.2,0.0,2.4,14.12,15.21,40.65,0.55,1.0,0.0,2.0,0.0,1.0,0.0,0.0
348,1,1.0,2.2,0.0,2.8,28.34,5.3,40.67,0.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0
349,1,1.0,3.5,2.0,2.73,31.25,58.98,40.92,0.21,0.0,,21.0,9.0,1.0,0.0,0.0
350,1,1.0,3.5,2.0,11.45,31.25,134.78,40.9,0.22,0.0,,18.0,5.0,1.0,0.0,0.0
351,1,1.0,3.5,2.0,11.68,31.25,17.28,40.9,0.23,0.0,,15.0,0.0,1.0,0.0,0.0
352,2,3.0,4.2,2.0,14.45,31.25,26.96,40.86,0.2,0.0,,0.0,0.0,1.0,0.0,0.0
353,1,1.0,3.5,2.0,16.5,31.25,87.48,40.88,0.23,0.0,,13.0,3.0,1.0,0.0,0.0
354,2,3.0,4.2,2.0,15.15,31.25,68.26,40.85,0.21,0.0,,7.0,0.0,0.0,0.0,0.0
355,2,3.0,4.2,2.0,14.42,31.25,11.09,40.85,0.21,0.0,,4.0,0.0,1.0,0.0,0.0
356,3,3.0,0.8,2.0,11.23,31.25,82.05,40.82,0.19,0.0,,2.0,0.0,1.0,0.0,0.0
357,2,2.0,3.5,2.0,18.9,31.25,124.19,40.87,0.23,0.0,,11.0,7.0,1.0,0.0,0.0
358,2,3.0,4.2,2.0,13.18,31.25,52.7,40.84,0.21,0.0,,4.0,1.0,1.0,0.0,0.0
359,4,4.0,0.8,2.0,11.01,31.25,29.1,40.82,0.19,0.0,,2.0,0.0,1.0,0.0,0.0
360,2,3.0,4.2,2.0,19.36,31.25,8.64,40.84,0.23,0.0,,4.0,3.0,1.0,0.0,0.0
361,2,3.0,4.2,2.0,13.48,31.25,43.72,40.84,0.22,0.0,,4.0,3.0,1.0,0.0,0.0
362,3,3.0,4.2,2.0,10.47,31.25,53.57,40.82,0.2,0.0,,3.0,1.0,1.0,0.0,0.0
363,2,2.0,3.5,2.0,22.25,31.25,88.3,40.85,0.24,0.0,,8.0,4.0,1.0,0.0,0.0
364,1,1.0,7.2,5.0,15.9,31.25,4.9,40.8,0.24,0.0,,3.0,3.0,1.0,0.0,0.0
365,1,1.0,7.2,5.0,17.05,31.25,18.65,40.81,0.26,0.0,,3.0,3.0,1.0,0.0,0.0
366,1,1.0,7.2,5.0,16.16,31.25,10.48,40.8,0.24,0.0,,3.0,3.0,1.0,0.0,0.0
367,1,1.0,7.2,5.0,17.25,31.25,30.41,40.81,0.26,0.0,,3.0,3.0,1.0,0.0,0.0
368,3,7.0,2.9,6.0,0.0,39.52,76.68,40.87,0.19,0.0,,0.0,0.0,0.0,1.0,0.0
369,4,4.0,5.0,7.0,1.12,42.44,12.9,40.85,0.2,0.0,,0.0,0.0,1.0,0.0,0.0
370,0,0.0,0.0,7.0,1.89,18.29,7.11,40.81,0.2,0.0,,3.0,1.0,1.0,0.0,0.0
371,2,2.0,2.9,7.0,2.62,6.33,13.71,40.84,0.24,0.0,,5.0,3.0,1.0,1.0,0.0
372,2,4.0,1.5,7.0,0.0,31.25,11.92,40.85,0.16,0.0,,0.0,0.0,1.0,0.0,0.0
373,0,0.0,0.0,6.0,0.0,31.25,45.36,40.9,0.21,0.0,,23.0,0.0,1.0,0.0,0.0
374,1,1.0,4.1,6.0,0.0,31.25,56.25,40.86,0.18,0.0,,0.0,0.0,1.0,0.0,0.0
375,0,0.0,0.0,7.0,0.0,31.25,79.89,40.86,0.19,0.0,,0.0,0.0,1.0,0.0,0.0
376,3,5.0,1.5,9.0,0.0,31.25,13.48,40.83,0.17,0.0,,0.0,0.0,1.0,0.0,0.0
377,0,0.0,0.0,4.0,0.0,31.25,45.36,40.89,0.23,0.0,,15.0,0.0,1.0,0.0,0.0
378,0,0.0,0.0,6.0,0.0,31.25,27.75,40.89,0.22,0.0,,15.0,7.0,1.0,0.0,0.0
379,0,0.0,0.0,8.0,0.0,31.25,31.62,40.88,0.22,0.0,,14.0,0.0,1.0,0.0,0.0
380,0,0.0,0.0,8.0,0.0,31.25,12.9,40.86,0.2,0.0,,2.0,0.0,1.0,0.0,0.0
381,0,0.0,0.0,9.0,0.0,31.25,7.66,40.87,0.24,0.0,,11.0,7.0,1.0,0.0,0.0
382,0,0.0,0.0,10.0,0.0,31.25,53.45,40.87,0.23,0.0,,11.0,4.0,1.0,0.0,0.0
383,3,4.0,1.7,12.0,6.09,31.25,7.95,40.86,0.24,0.0,,10.0,5.0,1.0,0.0,0.0
384,4,5.0,2.0,18.0,24.48,31.25,11.28,40.81,0.22,0.0,,3.0,3.0,1.0,0.0,0.0
385,4,5.0,2.0,19.0,24.35,31.25,47.58,40.79,0.23,0.0,,3.0,3.0,1.0,0.0,0.0
386,1,1.0,3.8,8.0,94.48,31.25,46.87,40.88,0.22,0.0,,15.0,1.0,0.0,0.0,0.0
387,2,2.0,2.5,9.0,94.48,31.25,248.72,40.86,0.2,0.0,,0.0,0.0,0.0,0.0,0.0
388,2,2.0,2.5,12.0,94.48,31.25,19.66,40.85,0.19,0.0,,0.0,0.0,1.0,0.0,0.0
389,3,4.0,2.2,12.0,94.48,31.25,125.8,40.83,0.21,0.0,,3.0,1.0,1.0,0.0,0.0
390,2,2.0,2.5,11.0,94.48,31.25,100.2,40.84,0.22,0.0,,4.0,3.0,0.0,0.0,0.0
391,0,0.0,0.0,2.0,0.06,3.24,23.03,42.95,2.42,0.0,,,,1.0,1.0,2.0
392,1,1.0,2.7,0.0,0.0,106.35,20.56,42.54,2.53,0.0,,,,1.0,0.0,0.0
393,4,4.0,2.2,3.0,0.0,18.06,58.62,42.47,2.43,0.0,,,,0.0,0.0,0.0
394,0,0.0,0.0,0.0,0.0,0.09,11.28,42.49,2.52,0.0,,,,1.0,0.0,0.0
395,"강원도 고성군 / 속초시 , 옥계산불 ver1_3",,,,,,,,,,,,,,,
396,1,1.0,2.6,4.0,19.51,0.0,100.68,42.21,2.56,0.0,,,,1.0,1.0,0.0
397,1,1.0,2.8,4.0,29.33,0.06,71.54,42.21,2.59,0.0,,,,1.0,1.0,0.0
398,4,5.0,1.8,5.0,21.1,0.75,195.84,41.94,2.3,0.0,,,,1.0,0.0,0.0
399,1,1.0,1.5,2.0,54.83,0.0,74.19,42.16,2.18,0.0,,,,1.0,1.0,0.0
400,1,1.0,1.5,3.0,54.13,0.06,140.4,42.14,2.17,0.0,,,,1.0,0.0,0.0
401,1,1.0,1.5,3.0,54.13,0.06,140.4,42.14,2.17,0.0,,,,1.0,0.0,0.0
402,1,1.0,1.5,3.0,45.04,0.0,126.95,42.15,2.19,0.0,,,,1.0,1.0,0.0
403,1,2.0,5.0,11.0,44.57,28.02,81.1,42.1,2.15,0.0,,,,1.0,0.0,0.0
404,1,2.0,5.0,11.0,41.54,32.96,270.52,42.1,2.15,0.0,,,,1.0,1.0,0.0
405,1,1.0,2.5,0.0,6.48,42.52,39.31,42.52,2.04,0.0,,,,0.0,0.0,0.0
406,1,1.0,2.5,0.0,8.8,38.98,46.08,42.52,2.04,0.0,,,,1.0,0.0,0.0
407,0,0.0,0.0,1.0,6.88,24.62,9.07,42.54,2.09,0.0,,,,1.0,0.0,0.0
408,0,0.0,0.0,1.0,8.85,19.16,9.6,42.54,2.09,0.0,,,,1.0,0.0,0.0
409,1,1.0,2.5,1.0,5.4,0.09,84.86,42.5,2.07,0.0,,,,1.0,0.0,2.0
410,0,0.0,0.0,1.0,5.32,0.0,12.1,42.5,2.07,0.0,,,,1.0,0.0,0.0
411,0,0.0,0.0,1.0,5.44,0.06,52.1,42.5,2.08,0.0,,,,0.0,0.0,0.0
412,0,0.0,0.0,1.0,0.0,0.06,6.65,42.42,1.73,0.0,,,,1.0,0.0,1.0
413,0,0.0,0.0,1.0,0.0,0.06,41.04,42.43,1.75,0.0,,,,0.0,1.0,2.0
414,0,0.0,0.0,1.0,0.0,0.0,22.12,42.41,1.74,0.0,,,,1.0,0.0,0.0
415,1,1.0,1.6,2.0,0.0,0.06,58.32,42.39,1.72,0.0,,,,1.0,0.0,2.0
416,0,0.0,0.0,0.0,0.0,0.06,6.68,42.42,1.76,0.0,,,,1.0,1.0,2.0
417,0,0.0,0.0,0.0,0.0,0.0,33.87,42.4,1.74,0.0,,,,1.0,0.0,0.0
418,0,0.0,0.0,1.0,0.0,5.21,51.84,42.27,1.67,0.0,,,,1.0,0.0,2.0
419,0,0.0,0.0,0.0,0.0,0.06,171.36,42.26,1.68,0.0,,,,1.0,1.0,0.0
420,0,0.0,0.0,0.0,0.0,0.0,168.42,42.26,1.68,0.0,,,,1.0,0.0,0.0
421,3,3.0,2.3,4.0,1.43,3.63,79.32,41.64,1.42,0.0,,22.0,22.0,1.0,1.0,0.0
422,3,3.0,2.9,2.0,0.0,0.06,63.65,41.8,1.33,0.0,,32.0,3.0,1.0,0.0,0.0
423,2,2.0,2.9,2.0,0.0,10.62,86.4,41.81,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
424,1,1.0,5.5,2.0,0.0,9.16,52.42,41.81,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
425,1,1.0,5.5,3.0,0.0,0.0,70.16,41.79,1.33,0.0,,32.0,5.0,1.0,0.0,0.0
426,2,2.0,7.5,6.0,0.0,1.6,210.47,41.77,1.32,0.0,,22.0,8.0,1.0,0.0,0.0
427,3,3.0,2.2,3.0,0.0,166.91,139.97,41.8,1.32,0.0,,30.0,3.0,1.0,0.0,0.0
428,1,1.0,7.1,3.0,4.75,150.53,175.85,41.77,1.33,0.0,,31.0,2.0,1.0,0.0,0.0
429,1,1.0,7.1,3.0,4.75,156.45,196.07,41.77,1.33,0.0,,27.0,2.0,1.0,0.0,0.0
430,1,1.0,7.1,3.0,4.75,150.53,175.85,41.77,1.33,0.0,,22.0,8.0,1.0,0.0,0.0
431,3,3.0,2.2,3.0,9.51,146.36,172.14,41.76,1.32,0.0,,22.0,8.0,1.0,0.0,0.0
432,3,3.0,2.2,3.0,20.89,141.54,171.78,41.76,1.32,0.0,,22.0,22.0,1.0,0.0,0.0
433,3,3.0,2.2,3.0,33.17,136.5,182.91,41.75,1.32,0.0,,22.0,22.0,1.0,0.0,0.0
434,3,3.0,2.2,3.0,44.27,131.26,192.1,41.75,1.31,0.0,,22.0,22.0,1.0,0.0,0.0
435,0,0.0,0.0,1.0,0.0,0.0,53.45,41.95,1.27,0.0,,32.0,7.0,0.0,1.0,0.0
436,1,1.0,1.3,1.0,0.0,5.31,98.84,41.94,1.25,0.0,,22.0,7.0,1.0,1.0,2.0
437,0,0.0,0.0,1.0,0.0,0.0,48.38,41.94,1.26,0.0,,22.0,7.0,1.0,1.0,2.0
438,0,0.0,0.0,1.0,0.0,0.09,51.71,41.97,1.3,0.0,,32.0,8.0,1.0,0.0,2.0
439,0,0.0,0.0,1.0,0.36,2.64,4.92,41.94,1.27,0.0,,22.0,7.0,1.0,0.0,2.0
440,1,1.0,2.1,3.0,0.27,11.19,83.98,41.93,1.26,0.0,,32.0,8.0,1.0,0.0,0.0
441,0,0.0,0.0,1.0,0.48,2.53,50.11,41.94,1.27,0.0,,22.0,22.0,1.0,1.0,0.0
442,0,0.0,0.0,1.0,0.52,0.09,97.76,41.95,1.29,0.0,,22.0,22.0,1.0,1.0,0.0
443,0,0.0,0.0,1.0,0.55,0.06,45.79,41.95,1.3,0.0,,22.0,22.0,1.0,0.0,2.0
444,1,2.0,2.1,3.0,0.49,27.43,81.99,41.91,1.24,0.0,,22.0,22.0,1.0,0.0,0.0
445,1,3.0,1.6,3.0,52.04,142.66,94.35,42.2,1.39,0.0,,32.0,32.0,1.0,0.0,2.0
446,0,2.0,3.0,4.0,50.41,148.93,75.6,42.18,1.37,0.0,,32.0,32.0,1.0,0.0,0.0
447,1,1.0,2.5,6.0,47.69,139.83,68.2,42.15,1.33,0.0,,32.0,32.0,0.0,0.0,0.0
448,2,2.0,2.5,7.0,49.51,147.58,90.72,42.16,1.35,0.0,,32.0,32.0,0.0,0.0,0.0
449,0,2.0,3.0,4.0,54.55,134.72,321.81,42.18,1.37,0.0,,32.0,32.0,1.0,0.0,0.0
450,2,3.0,2.5,7.0,54.0,141.43,18.14,42.16,1.35,0.0,,32.0,32.0,1.0,0.0,0.0
451,1,2.0,2.5,7.0,54.21,138.72,14.52,42.16,1.34,0.0,,32.0,32.0,1.0,0.0,0.0
452,2,1.0,2.5,7.0,54.66,135.31,19.18,42.15,1.34,0.0,,32.0,32.0,1.0,0.0,0.0
453,1,1.0,2.5,7.0,55.56,131.56,23.98,42.15,1.34,0.0,,32.0,32.0,1.0,0.0,0.0
454,1,1.0,2.5,8.0,54.69,123.23,59.73,42.14,1.33,0.0,,32.0,32.0,1.0,0.0,2.0
455,1,1.0,2.5,7.0,51.56,122.09,79.11,42.14,1.32,0.0,,32.0,8.0,0.0,0.0,0.0
456,2,3.0,2.5,8.0,52.19,113.74,32.95,42.13,1.31,0.0,,32.0,6.0,1.0,0.0,0.0
457,2,2.0,3.0,7.0,56.79,132.97,52.27,42.16,1.35,0.0,,32.0,32.0,1.0,0.0,0.0
458,4,4.0,1.6,4.0,54.71,110.08,52.42,42.17,1.37,0.0,,32.0,32.0,1.0,0.0,0.0
459,0,0.0,0.0,8.0,61.55,117.25,60.74,42.14,1.33,0.0,,32.0,32.0,1.0,0.0,2.0
460,1,1.0,2.5,9.0,57.16,112.01,95.64,42.13,1.32,0.0,,32.0,13.0,1.0,0.0,0.0
461,3,3.0,1.6,4.0,54.71,98.8,90.69,42.18,1.37,0.0,,32.0,32.0,1.0,0.0,2.0
462,3,3.0,5.8,10.0,68.75,110.95,14.11,42.15,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
463,3,3.0,5.8,10.0,69.15,112.29,25.98,42.14,1.33,0.0,,32.0,32.0,1.0,0.0,2.0
464,2,3.0,1.6,3.0,39.82,81.76,22.03,42.19,1.4,0.0,,32.0,32.0,1.0,0.0,0.0
465,3,3.0,5.8,11.0,72.5,103.08,59.3,42.14,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
466,3,3.0,5.8,9.0,73.69,91.66,41.13,42.14,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
467,3,3.0,1.6,9.0,71.66,84.39,25.57,42.15,1.35,0.0,,32.0,32.0,1.0,0.0,2.0
468,0,0.0,0.0,5.0,97.55,46.25,22.98,42.16,1.38,0.0,,32.0,32.0,1.0,0.0,2.0
469,1,1.0,2.5,9.0,98.43,55.02,66.82,42.13,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
470,1,1.0,2.5,8.0,98.57,46.74,64.28,42.13,1.34,0.0,,32.0,32.0,1.0,0.0,0.0
471,2,2.0,1.9,9.0,98.1,53.83,54.17,42.12,1.33,0.0,,32.0,32.0,1.0,0.0,0.0
472,2,2.0,1.6,2.0,1.1,31.25,42.74,42.2,1.38,0.0,,32.0,32.0,1.0,0.0,0.0
473,0,1.0,1.6,3.0,1.03,31.25,6.05,42.18,1.37,0.0,,32.0,32.0,1.0,0.0,2.0
474,1,2.0,0.8,6.0,1.02,31.25,85.54,42.16,1.34,0.0,,32.0,32.0,1.0,0.0,2.0
475,1,2.0,0.8,7.0,0.46,31.25,49.25,42.14,1.33,0.0,,32.0,32.0,0.0,0.0,0.0
476,1,1.0,7.6,3.0,1.19,31.25,44.64,42.19,1.39,0.0,,32.0,32.0,1.0,0.0,2.0
477,1,1.0,1.6,4.0,0.98,31.25,29.52,42.17,1.36,0.0,,32.0,32.0,1.0,0.0,0.0
478,2,3.0,0.8,8.0,0.83,31.25,68.52,42.12,1.31,0.0,,32.0,6.0,0.0,0.0,0.0
479,1,1.0,1.6,4.0,0.98,31.25,29.52,42.17,1.36,0.0,,32.0,32.0,1.0,0.0,2.0
